nse,log_nse,kgeprime,pbias,rmse,type,nq,train_years,test_years
0.6672681662577754,0.8627774997804145,0.799617407193918,-11.337236591426867,733.0636670864981,DQM,20,1987-1992,1993-1994
0.6576192971306141,0.8730049932856243,0.7970340850043743,-12.187784531038615,743.6167400265285,DQM,25,1987-1992,1993-1994
0.6461474848588065,0.8742603623673526,0.7945705418914335,-12.291180540245652,755.9719156117214,DQM,30,1987-1992,1993-1994
0.6501204584984298,0.8697732090831299,0.7941985102778385,-12.18987653367414,751.715997461622,DQM,50,1987-1992,1993-1994
0.5015089027760924,-0.3399521602293645,0.2991790920917763,-51.35289788974082,691.5284233912784,Raw,raw,1988-1993,1994-1995
0.5253763935861291,0.7460997954220089,0.6384227858195477,-26.265184926372626,674.7703632176306,DQM,5,1988-1993,1994-1995
0.4592142277260438,0.7723637735138973,0.6131805497402847,-31.988180525995393,720.2677349788102,DQM,10,1988-1993,1994-1995
0.4607261706076431,0.7710864598069376,0.6128455124999244,-32.72228886018854,719.2601586309268,DQM,15,1988-1993,1994-1995
0.44617583101339864,0.759178290372539,0.6075571001664104,-33.42992595095041,728.8988823890196,DQM,20,1988-1993,1994-1995
0.464766145567466,0.7771926587855857,0.6176226389573232,-32.52282831918842,716.5609216692804,DQM,25,1988-1993,1994-1995
0.45148909157338646,0.784314181035796,0.6146065599017757,-33.28765061880641,725.3940125360948,DQM,30,1988-1993,1994-1995
0.4341873017943969,0.779942263588186,0.6092552815896383,-33.984763928425025,736.7458140335639,DQM,50,1988-1993,1994-1995
0.19772199636149768,0.14173506492784382,0.18313733883968952,-64.90878512237829,883.8802977598301,Raw,raw,1989-1994,1995-1996
-0.039835067161260396,0.6639384603216969,0.48763314755925236,-38.98514803741513,1006.2670231069156,DQM,5,1989-1994,1995-1996
-0.037633106609021416,0.640447153602067,0.4842971995170823,-39.219272112318066,1005.2010201271366,DQM,10,1989-1994,1995-1996
-0.05962446367130192,0.7139391121700862,0.482917041638653,-38.467192031557296,1015.797170838333,DQM,15,1989-1994,1995-1996
-0.057269964393818595,0.6835793605942453,0.4813265962900497,-39.123699006413894,1014.6679859909763,DQM,20,1989-1994,1995-1996
-0.04865833141415754,0.695528458470716,0.4874705078988415,-38.38508108054768,1010.527220426132,DQM,25,1989-1994,1995-1996
-0.04622874927792586,0.689400014666146,0.4867905828165544,-38.737805162868355,1009.3559225321188,DQM,30,1989-1994,1995-1996
-0.04695111663911722,0.7048514015887997,0.4849326294946439,-38.971885018826256,1009.7043166869323,DQM,50,1989-1994,1995-1996
